State,Quarter,CrashID,Month,Year,Hour,Crash_Type,Number_of_Fatalities,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Speed Group,Articulated_Truck_Involvement,Speed_Limit
VIC,10,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,10,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
VIC,10,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,75
NSW,10,1st Quarter,02.February,1993,Night, Multiple vehicle,2,No,unknown,Speed D:Slow,Yes,110
VIC,11,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,11,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
WA,11,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
QLD,11,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,11,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
TAS,12,1st Quarter,02.February,1993,Night,Single vehicle,2,No,unknown,Speed D:Slow,No,60
NSW,12,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,12,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,12,1st Quarter,02.February,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,13,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,13,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,13,1st Quarter,02.February,1993,Morning,Single vehicle,2,No,unknown,Speed D:Slow,No,100
SA,13,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
QLD,13,1st Quarter,02.February,1993,Morning,Single vehicle,2,No,unknown,Speed D:Slow,No,100
WA,13,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
WA,13,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
SA,13,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,14,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,0,No,unknown
VIC,14,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,14,1st Quarter,02.February,1993,Morning,Single vehicle,2,No,unknown,Speed D:Slow,No,110
QLD,14,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,14,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,14,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,14,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,14,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
QLD,14,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,Yes,60
SA,15,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,15,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,15,1st Quarter,02.February,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
WA,15,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
QLD,16,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,16,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,16,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,16,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,16,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
QLD,16,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
VIC,16,1st Quarter,02.February,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,17,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,17,1st Quarter,02.February,1993,Morning,Pedestrian,1,Yes,unknown,Speed D:Slow,No,60
NT,17,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
QLD,17,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,18,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,18,1st Quarter,02.February,1993,Morning,Single vehicle,2,No,unknown,Speed D:Slow,Yes,110
NSW,18,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,18,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,18,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,18,1st Quarter,02.February,1993,Night, Multiple vehicle,1,Yes,unknown,Speed D:Slow,No,60
NSW,18,1st Quarter,02.February,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,19,1st Quarter,02.February,1993,Night,Single vehicle,2,No,unknown,Speed D:Slow,No,60
NSW,19,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,19,1st Quarter,02.February,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,100
SA,19,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,19,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,90
VIC,19,1st Quarter,02.February,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,19,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,20,1st Quarter,02.February,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,20,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,20,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,20,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,20,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
TAS,21,1st Quarter,02.February,1993,Night,Single vehicle,2,No,unknown,Speed D:Slow,No,60
QLD,21,1st Quarter,02.February,1993,Night,Pedestrian,2,No,unknown,Speed D:Slow,No,100
VIC,21,1st Quarter,02.February,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,22,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,22,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,60
VIC,23,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,23,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,75
QLD,24,1st Quarter,02.February,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,24,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,24,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
VIC,24,1st Quarter,02.February,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,75
NSW,24,1st Quarter,02.February,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,24,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,24,1st Quarter,02.February,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,24,1st Quarter,02.February,1993,Night, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
WA,24,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
SA,25,1st Quarter,02.February,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,25,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,26,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
SA,26,1st Quarter,02.February,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,80
SA,26,1st Quarter,02.February,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,26,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,27,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,27,1st Quarter,02.February,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,27,1st Quarter,02.February,1993,Afternoon,Single vehicle,1,No,unknown,50,No,unknown
QLD,27,1st Quarter,02.February,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,100
NSW,28,1st Quarter,02.February,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
WA,1,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,90
VIC,1,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
TAS,1,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,2,1st Quarter,03.March,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,Yes,110
NSW,2,1st Quarter,03.March,1993,Morning, Multiple vehicle,3,No,unknown,Speed D:Slow,Yes,100
NSW,2,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,2,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,2,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
SA,3,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
WA,3,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,4,1st Quarter,03.March,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
SA,4,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,4,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,5,1st Quarter,03.March,1993,Night, Multiple vehicle,2,Yes,unknown,Speed D:Slow,No,110
VIC,5,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NT,5,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,5,1st Quarter,03.March,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,5,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,5,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
NT,5,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,6,1st Quarter,03.March,1993,Morning, Multiple vehicle,3,No,unknown,Speed D:Slow,No,110
VIC,6,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,6,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,7,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
QLD,7,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
SA,8,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,8,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
WA,8,1st Quarter,03.March,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,9,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,9,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
WA,9,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
SA,10,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,10,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,11,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,11,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,11,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
TAS,11,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
SA,11,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,12,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,12,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,12,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,12,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,12,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,13,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,13,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
SA,13,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,13,1st Quarter,03.March,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,13,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,14,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
SA,14,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,14,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,14,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,75
NSW,14,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,14,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,14,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,14,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,60
NSW,14,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,15,1st Quarter,03.March,1993,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,Yes,100
WA,15,1st Quarter,03.March,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,15,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,15,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
VIC,15,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,15,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,16,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
QLD,16,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,17,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,17,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,17,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
VIC,17,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,17,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
SA,17,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
WA,17,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,70
NSW,18,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,18,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,18,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,18,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NT,18,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,18,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
QLD,19,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
SA,19,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,70
NSW,19,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,19,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,19,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,19,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,19,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
VIC,19,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,Yes,100
VIC,19,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,90
NSW,20,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,20,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
WA,20,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
SA,20,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,20,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,20,1st Quarter,03.March,1993,Afternoon,Single vehicle,2,No,unknown,Speed D:Slow,No,100
VIC,20,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,21,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,45,No,unknown
NSW,21,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,21,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,21,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,21,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,21,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
VIC,22,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NT,22,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,22,1st Quarter,03.March,1993,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
VIC,22,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,23,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,23,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,23,1st Quarter,03.March,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
WA,23,1st Quarter,03.March,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,23,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,80
WA,23,1st Quarter,03.March,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,70
VIC,23,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,23,1st Quarter,03.March,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,23,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,24,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,24,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,24,1st Quarter,03.March,1993,Morning,Pedestrian,1,Yes,unknown,Speed D:Slow,No,70
VIC,24,1st Quarter,03.March,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
WA,24,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,Yes,100
VIC,24,1st Quarter,03.March,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,24,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
VIC,25,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,25,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,25,1st Quarter,03.March,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,25,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
SA,25,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,25,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,2,Yes,unknown,Speed D:Slow,No,100
NSW,25,1st Quarter,03.March,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
SA,25,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,25,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,26,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,26,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,27,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,27,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,27,1st Quarter,03.March,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,27,1st Quarter,03.March,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,80
QLD,27,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,Speed C:Medium,No,40
ACT,27,1st Quarter,03.March,1993,Night, Multiple vehicle,1,No,unknown,15,No,unknown
SA,28,1st Quarter,03.March,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,Yes,110
QLD,28,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,28,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,29,1st Quarter,03.March,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,29,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,Yes,100
NSW,30,1st Quarter,03.March,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,31,1st Quarter,03.March,1993,Morning,Pedestrian,1,No,unknown,3,No,unknown
VIC,31,1st Quarter,03.March,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
SA,31,1st Quarter,03.March,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NT,1,2nd Quarter,04.April,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,1,2nd Quarter,04.April,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
WA,1,2nd Quarter,04.April,1993,Afternoon, Multiple vehicle,1,No,unknown,55,No,unknown
QLD,1,2nd Quarter,04.April,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NT,1,2nd Quarter,04.April,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,110
VIC,2,2nd Quarter,04.April,1993,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
WA,2,2nd Quarter,04.April,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
SA,2,2nd Quarter,04.April,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,2,2nd Quarter,04.April,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,3,2nd Quarter,04.April,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,3,2nd Quarter,04.April,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,3,2nd Quarter,04.April,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NT,3,2nd Quarter,04.April,1993,Morning,Single vehicle,2,No,unknown,Speed D:Slow,No,70
VIC,3,2nd Quarter,04.April,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,3,2nd Quarter,04.April,1993,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,4,2nd Quarter,04.April,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,4,2nd Quarter,04.April,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
VIC,4,2nd Quarter,04.April,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,4,2nd Quarter,04.April,1993,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,4,2nd Quarter,04.April,1993,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
WA,4,2nd Quarter,04.April,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,4,2nd Quarter,04.April,1993,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,4,2nd Quarter,04.April,1993,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,5,2nd Quarter,04.April,1993,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
SA,5,2nd Quarter,04.April,1993,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
