State,Quarter,CrashID,Month,Year,Hour,Crash_Type,Number_of_Fatalities,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Speed Group,Articulated_Truck_Involvement,Speed_Limit
QLD,31,4th Quarter,10.October,2012,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
NSW,31,4th Quarter,10.October,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,No,60
VIC,1,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,Yes,Speed D:Slow,No,60
ACT,2,4th Quarter,11.November,2012,Morning,Pedestrian,1,No,No,Speed D:Slow,No,40
WA,2,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,2,No,No,Speed D:Slow,Yes,110
WA,2,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed C:Medium,No,50
QLD,3,4th Quarter,11.November,2012,Night,Single vehicle,2,No,No,Speed D:Slow,No,100
VIC,3,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,80
WA,3,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,2,No,No,Speed D:Slow,No,90
WA,4,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,60
QLD,5,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,70
WA,6,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,80
NSW,6,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,6,4th Quarter,11.November,2012,Afternoon,Single vehicle,2,No,No,Speed D:Slow,No,70
NSW,7,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,Yes,100
QLD,7,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
QLD,7,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,8,4th Quarter,11.November,2012,Night,Single vehicle,3,No,No,Speed D:Slow,No,80
NT,8,4th Quarter,11.November,2012,Morning, Multiple vehicle,3,No,No,Speed D:Slow,No,100
NSW,8,4th Quarter,11.November,2012,Morning,Pedestrian,1,No,No,Speed D:Slow,No,60
NSW,9,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,Yes,Speed D:Slow,No,80
WA,9,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,90
QLD,9,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
VIC,9,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,60
VIC,9,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
QLD,10,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,No,60
NSW,10,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
QLD,11,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,13,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,100
WA,13,4th Quarter,11.November,2012,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,60
NSW,13,4th Quarter,11.November,2012,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,60
NSW,14,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,110
VIC,14,4th Quarter,11.November,2012,Morning, Multiple vehicle,2,No,Yes,Speed C:Medium,No,40
NSW,14,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,No,60
NSW,14,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
VIC,15,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed C:Medium,No,50
SA,15,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,Yes,Speed C:Medium,No,50
WA,15,4th Quarter,11.November,2012,Night,Pedestrian,1,No,No,Speed D:Slow,No,80
QLD,16,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,16,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,80
NSW,16,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,70
NSW,16,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,80
VIC,16,4th Quarter,11.November,2012,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,60
QLD,16,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,60
WA,16,4th Quarter,11.November,2012,Night,Pedestrian,1,No,No,Speed D:Slow,No,60
VIC,16,4th Quarter,11.November,2012,Night,Pedestrian,1,No,No,Speed D:Slow,No,80
NSW,17,4th Quarter,11.November,2012,Night,Single vehicle,2,No,No,Speed D:Slow,No,80
WA,17,4th Quarter,11.November,2012,Night,Pedestrian,1,No,No,Speed D:Slow,No,40
VIC,17,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,Yes,Speed D:Slow,No,110
QLD,17,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,Yes,No,Speed D:Slow,No,60
QLD,17,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
WA,17,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,110
NT,18,4th Quarter,11.November,2012,Night,Pedestrian,1,No,No,Speed D:Slow,No,80
QLD,18,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,No,80
VIC,18,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,80
QLD,18,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,Yes,Speed D:Slow,No,100
QLD,18,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed C:Medium,No,40
WA,19,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed C:Medium,No,50
SA,19,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,80
NSW,19,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
WA,19,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,110
SA,20,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,Yes,110
VIC,20,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,Yes,100
NSW,20,4th Quarter,11.November,2012,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,60
QLD,21,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,Yes,80
NSW,21,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed C:Medium,No,50
WA,21,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,110
VIC,21,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed C:Medium,No,40
VIC,22,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,60
NSW,22,4th Quarter,11.November,2012,Morning,Pedestrian,1,No,No,Speed C:Medium,No,50
SA,22,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed C:Medium,No,50
WA,22,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
NSW,22,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,22,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
ACT,22,4th Quarter,11.November,2012,Afternoon,Pedestrian,1,No,No,Speed C:Medium,No,50
NSW,22,4th Quarter,11.November,2012,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
VIC,23,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,80
QLD,23,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,No,Speed D:Slow,No,60
SA,23,4th Quarter,11.November,2012,Afternoon,Pedestrian,1,No,No,Speed D:Slow,No,90
NSW,23,4th Quarter,11.November,2012,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,60
SA,23,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,90
SA,24,4th Quarter,11.November,2012,Night, Multiple vehicle,2,No,No,Speed D:Slow,Yes,110
QLD,24,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed C:Medium,No,50
NSW,24,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,4,No,No,Speed D:Slow,Yes,100
QLD,25,4th Quarter,11.November,2012,Night,Pedestrian,1,No,No,Speed D:Slow,No,60
NSW,25,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,60
VIC,25,4th Quarter,11.November,2012,Morning,Pedestrian,1,No,No,Speed D:Slow,Yes,60
QLD,25,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,80
NSW,26,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,80
NSW,26,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,No,100
WA,26,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,No,110
VIC,26,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,27,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,Yes,100
QLD,27,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
NSW,28,4th Quarter,11.November,2012,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
QLD,29,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed C:Medium,No,50
VIC,29,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,70
QLD,29,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,Yes,Speed D:Slow,No,60
WA,29,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,30,No,unknown
NSW,30,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,30,4th Quarter,11.November,2012,Night,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,30,4th Quarter,11.November,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,Yes,100
NSW,30,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,100
NSW,30,4th Quarter,11.November,2012,Morning, Multiple vehicle,1,No,No,Speed D:Slow,No,100
NSW,30,4th Quarter,11.November,2012,Afternoon, Multiple vehicle,1,No,Yes,Speed D:Slow,No,70
TAS,30,4th Quarter,11.November,2012,Afternoon,Single vehicle,1,No,No,Speed D:Slow,No,100
VIC,1,4th Quarter,12.December,2012,Night, Multiple vehicle,1,No,No,Speed D:Slow,No,100
WA,1,4th Quarter,12.December,2012,Night,Pedestrian,1,No,No,Speed C:Medium,No,50
SA,1,4th Quarter,12.December,2012,Morning, Multiple vehicle,1,No,Yes,Speed D:Slow,No,110
TAS,1,4th Quarter,12.December,2012,Morning,Single vehicle,1,No,No,Speed D:Slow,No,110
